"type","title","director","date_added","release_year","rating","duration","listed_in"
"Movie","Viceroy's House","Gurinder Chadha","December 12, 2017",2017,"NR","106 min","Dramas"
"Movie","Blackfish","Gabriela Cowperthwaite","December 12, 2016",2013,"PG-13","83 min","Documentaries"
"Movie","Ricardo O'Farrill: Abrazo navideño","Raúl Campos, Jan Suter","December 12, 2016",2016,"TV-MA","31 min","Stand-Up Comedy"
"Movie","Get Santa","Christopher Smith","December 12, 2014",2014,"PG","103 min","Children & Family Movies, Comedies"
"Movie","The Short Game","Josh Greenbaum","December 12, 2013",2013,"PG","100 min","Children & Family Movies, Documentaries, Sports Movies"
"Movie","The Sky Is Pink","Shonali Bose","December 11, 2019",2019,"TV-14","143 min","Dramas, International Movies"
"Movie","Standoff","Adam Alleca","December 11, 2018",2015,"R","86 min","Action & Adventure"
"Movie","Vir Das: Losing It","Marcus Raboy","December 11, 2018",2018,"TV-MA","68 min","Stand-Up Comedy"
NA,"Dawai Asmara","","December 11, 2017",2016,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","Red Christmas","Craig Anderson","December 11, 2017",2016,"TV-MA","81 min","Horror Movies"
"Movie","The Hatred","Michael G. Kehoe","December 11, 2017",2017,"R","94 min","Horror Movies"
"Movie","Asperger's Are Us","Alex Lehmann","December 11, 2016",2016,"TV-14","83 min","Documentaries"
"Movie","The Ridiculous 6","Frank Coraci","December 11, 2015",2015,"TV-14","120 min","Action & Adventure, Comedies"
"Movie","Good and Prosperous","Sameh Abdulaziz","December 10, 2019",2017,"TV-14","101 min","Comedies, International Movies"
"Movie","Michelle Wolf: Joke Show","Lance Bangs","December 10, 2019",2019,"TV-MA","60 min","Stand-Up Comedy"
"Movie","Gehenna: Where Death Lives","Hiroshi Katagiri","December 10, 2018",2016,"TV-MA","107 min","Horror Movies, Thrillers"
"Movie","Goldstone","Ivan Sen","December 10, 2018",2016,"R","110 min","Thrillers"
"Movie","Susanne Bartsch: On Top","Anthony Caronna, Alexander Smith","December 10, 2018",2017,"TV-MA","86 min","Documentaries, LGBTQ Movies"
NA,"Trotsky","","December 10, 2018",2017,"TV-MA","1 Season","International TV Shows, TV Dramas"
NA,"Nobel","","December 10, 2016",2016,"R","1 Season","International TV Shows, TV Dramas, TV Thrillers"
"Movie","Sons of Ben","Jeffrey C. Bell","December 10, 2016",2016,"NR","73 min","Documentaries, Sports Movies"
"Movie","A Cinderella Story: Christmas Wish","Michelle Johnston","December 1, 2019",2019,"PG","86 min","Children & Family Movies, Comedies, Music & Musicals"
"Movie","A Night at the Roxbury","John Fortenberry","December 1, 2019",1998,"PG-13","82 min","Comedies, Cult Movies"
"Movie","Austin Powers in Goldmember","Jay Roach","December 1, 2019",2002,"PG-13","94 min","Action & Adventure, Comedies"
"Movie","Austin Powers: International Man of Mystery","Jay Roach","December 1, 2019",1997,"PG-13","90 min","Comedies"
"Movie","Austin Powers: The Spy Who Shagged Me","Jay Roach","December 1, 2019",1999,"PG-13","95 min","Action & Adventure, Comedies, Sci-Fi & Fantasy"
"Movie","Baby Dolls","Vijay Kumar Arora","December 1, 2019",2019,"TV-14","127 min","Comedies, International Movies, Romantic Movies"
"Movie","Cut Bank","Matt Shakman","December 1, 2019",2014,"R","93 min","Dramas, Thrillers"
"Movie","Dead Kids","Mikhail Red","December 1, 2019",2019,"TV-MA","94 min","Dramas, International Movies, Thrillers"
"Movie","High End Yaariyan","Pankaj Batra","December 1, 2019",2019,"TV-14","120 min","Comedies, International Movies, Romantic Movies"
"Movie","Hustle & Flow","Craig Brewer","December 1, 2019",2005,"R","117 min","Dramas, Independent Movies, Music & Musicals"
"Movie","Iron Fists and Kung-Fu Kicks","Serge Ou","December 1, 2019",2019,"TV-MA","108 min","Documentaries, International Movies"
"Movie","Jindua","Navaniat Singh","December 1, 2019",2017,"TV-14","135 min","Dramas, International Movies, Romantic Movies"
"Movie","Lakeeran","","December 1, 2019",2016,"TV-14","111 min","Dramas, International Movies, Romantic Movies"
"Movie","Mahi NRI","Gaurav Bavdankar","December 1, 2019",2017,"TV-14","134 min","Comedies, Dramas, International Movies"
"Movie","Martin Lawrence Live: Runteldat","David Raynr","December 1, 2019",2002,"R","104 min","Stand-Up Comedy"
NA,"Morphle","","December 1, 2019",2011,"TV-Y","1 Season","British TV Shows, Kids' TV"
"Movie","Primal Fear","Gregory Hoblit","December 1, 2019",1996,"R","131 min","Dramas, Thrillers"
"Movie","Qismat","Jagdeep Sidhu","December 1, 2019",2018,"TV-PG","137 min","Dramas, International Movies, Romantic Movies"
"Movie","Searching for Sugar Man","Malik Bendjelloul","December 1, 2019",2012,"PG-13","86 min","Documentaries, International Movies, Music & Musicals"
NA,"Suits","","December 1, 2019",2018,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas"
"Movie","Sweet Virginia","Jamie M. Dagg","December 1, 2019",2017,"R","93 min","Dramas, Independent Movies, Thrillers"
"Movie","Tee Shot: Ariya Jutanugarn","Tanawat Aiemjinda","December 1, 2019",2019,"TV-14","103 min","Children & Family Movies, Dramas, International Movies"
"Movie","The Adventures of Sharkboy and Lavagirl","Robert Rodriguez","December 1, 2019",2005,"PG","93 min","Children & Family Movies"
NA,"The Bachelor","","December 1, 2019",2009,"TV-14","1 Season","Reality TV, Romantic TV Shows"
"Movie","The Departed","Martin Scorsese","December 1, 2019",2006,"R","151 min","Dramas, Thrillers"
"Movie","The Tribes of Palos Verdes","Brendan Malloy, Emmett Malloy","December 1, 2019",2017,"R","104 min","Dramas, Independent Movies, Sports Movies"
"Movie","Thug Life","Mukesh Vohra","December 1, 2019",2017,"TV-14","133 min","Comedies, Dramas, International Movies"
"Movie","Wandering Stars","Syrine Boulanouar, Nekfeu","December 1, 2019",2019,"TV-MA","95 min","Documentaries, International Movies, Music & Musicals"
"Movie","Why Me?","Tudor Giurgiu","December 1, 2019",2015,"TV-MA","126 min","Dramas, International Movies, Thrillers"
NA,"21 Sarfarosh: Saragarhi 1897","","December 1, 2018",2018,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","A Beautiful Life","Andrew Lau Wai-Keung","December 1, 2018",2011,"TV-14","122 min","Dramas, International Movies, Romantic Movies"
"Movie","Accident","Cheang Pou Soi","December 1, 2018",2009,"TV-MA","87 min","International Movies, Thrillers"
"Movie","Ayotzinapa, el paso de la tortuga","Enrique García Meza","December 1, 2018",2018,"TV-14","73 min","Documentaries, International Movies"
"Movie","Battle","Katarina Launing","December 1, 2018",2018,"TV-MA","98 min","Dramas, International Movies, Romantic Movies"
NA,"Black Butler","","December 1, 2018",2010,"TV-14","1 Season","Anime Series, International TV Shows"
"Movie","Blind Detective","Johnnie To","December 1, 2018",2013,"TV-MA","130 min","Action & Adventure, Comedies, International Movies"
"Movie","Bobby Robson: More Than a Manager","Gabriel Clarke, Torquil Jones","December 1, 2018",2018,"TV-14","99 min","Documentaries, International Movies, Sports Movies"
"Movie","Break Up 100","Lawrence Cheng","December 1, 2018",2014,"TV-14","105 min","Comedies, International Movies, Romantic Movies"
"Movie","Chal Bhaag","Prakash Balwant Saini","December 1, 2018",2014,"TV-14","110 min","Comedies, Dramas, International Movies"
"Movie","Crossroads: One Two Jaga","Nam Ron","December 1, 2018",2018,"TV-14","81 min","Dramas, International Movies"
"Movie","Don't Go Breaking My Heart","Johnnie To","December 1, 2018",2011,"TV-PG","115 min","Comedies, International Movies, Romantic Movies"
"Movie","Don't Go Breaking My Heart 2","Johnnie To","December 1, 2018",2014,"TV-14","113 min","Comedies, International Movies, Romantic Movies"
"Movie","Faraar","Baljit Singh Deo","December 1, 2018",2015,"TV-14","146 min","Action & Adventure, Dramas, International Movies"
NA,"Haunted House","","December 1, 2018",2017,"TV-Y7-FV","1 Season","Kids' TV, Korean TV Shows"
"Movie","Helios","Leung Lok Man, Luk Kim-ching","December 1, 2018",2015,"TV-MA","118 min","Action & Adventure, International Movies"
"Movie","Hellboy","Guillermo del Toro","December 1, 2018",2004,"PG-13","122 min","Action & Adventure, Cult Movies, Sci-Fi & Fantasy"
"Movie","Line Walker","Jazz Boon","December 1, 2018",2016,"TV-MA","109 min","Action & Adventure, Dramas, International Movies"
NA,"Little Singham","","December 1, 2018",2019,"TV-Y7","1 Season","Kids' TV, TV Comedies"
"Movie","Little Singham aur Kaal ka Mahajaal","Prakash Satam","December 1, 2018",2018,"TV-Y7-FV","68 min","Children & Family Movies, Comedies"
"Movie","Look for a Star","Andrew Lau Wai-Keung","December 1, 2018",2009,"TV-PG","117 min","Comedies, International Movies, Romantic Movies"
NA,"Man vs Wild with Sunny Leone","","December 1, 2018",2018,"TV-PG","1 Season","International TV Shows, Reality TV, TV Action & Adventure"
"Movie","Oddbods: The Festive Menace","","December 1, 2018",2018,"TV-Y","23 min","Movies"
"Movie","Once a Gangster","Felix Chong","December 1, 2018",2010,"TV-MA","95 min","Action & Adventure, Comedies, International Movies"
"Movie","Power Paandi","Dhanush","December 1, 2018",2017,"TV-14","124 min","Dramas, International Movies"
"Movie","Roll With Me","","December 1, 2018",2017,"TV-MA","90 min","Documentaries, Sports Movies"
"Movie","SDU: Sex Duties Unit","Gary Mak","December 1, 2018",2013,"TV-MA","96 min","Comedies, International Movies"
"Movie","Set Off","Liu Jiang","December 1, 2018",2008,"TV-MA","96 min","Dramas, International Movies"
"Movie","Seven Pounds","Gabriele Muccino","December 1, 2018",2008,"PG-13","123 min","Dramas, Romantic Movies"
"Movie","The Little Mermaid","Blake Harris, Chris Bouchard","December 1, 2018",2018,"PG","85 min","Children & Family Movies, Dramas"
"Movie","A StoryBots Christmas","Evan Spiridellis, Jeff Gill","December 1, 2017",2017,"TV-Y","26 min","Movies"
NA,"Atomic Puppet","","December 1, 2017",2016,"TV-Y7-FV","1 Season","Crime TV Shows, Kids' TV, TV Comedies"
"Movie","Bhouri","Jasbir Bijendra Bhati","December 1, 2017",2017,"TV-14","123 min","Dramas, Independent Movies, International Movies"
NA,"Cheapest Weddings","","December 1, 2017",2016,"TV-14","1 Season","International TV Shows, Reality TV"
NA,"Dhia Sofea","","December 1, 2017",2015,"TV-14","1 Season","International TV Shows, TV Dramas"
"Movie","Diana: In Her Own Words","","December 1, 2017",2017,"TV-PG","113 min","Documentaries, International Movies"
"Movie","Dream Boat","Tristan Ferland Milewski","December 1, 2017",2017,"TV-MA","92 min","Documentaries, International Movies, LGBTQ Movies"
"Movie","DreamWorks Home: For the Holidays","","December 1, 2017",2017,"TV-Y7","46 min","Children & Family Movies, Comedies, Music & Musicals"
"Movie","Eh Janam Tumhare Lekhe","Harjit Singh","December 1, 2017",2015,"TV-14","124 min","Dramas, International Movies"
"Movie","Forbidden Games: The Justin Fashanu Story","Jon Carey, Adam Darke","December 1, 2017",2017,"TV-14","81 min","Documentaries, International Movies, LGBTQ Movies"
"Movie","Hisss","Jennifer Lynch","December 1, 2017",2010,"TV-MA","97 min","Horror Movies, International Movies, Thrillers"
NA,"Kantaro: The Sweet Tooth Salaryman","","December 1, 2017",2017,"TV-PG","1 Season","International TV Shows, TV Comedies"
"Movie","Monster Island","Leopoldo Aguilar","December 1, 2017",2017,"TV-Y7-FV","81 min","Children & Family Movies"
"Movie","My Happy Family","Nana Ekvtimishvili, Simon Gross","December 1, 2017",2017,"TV-14","119 min","Dramas, Independent Movies, International Movies"
NA,"Oggy and the Cockroaches","Olivier Jean-Marie","December 1, 2017",2017,"TV-Y7","1 Season","Kids' TV, TV Comedies"
NA,"Padamu Aku Bersujud","","December 1, 2017",2015,"TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Dramas"
"Movie","Playing for Time","Daniel Mann, Joseph Sargent","December 1, 2017",1980,"TV-14","149 min","Dramas"
"Movie","Prague","Ashish R. Shukla","December 1, 2017",2013,"TV-MA","106 min","Dramas, Independent Movies, International Movies"
"Movie","Sardaar ji","Rohit Jugraj","December 1, 2017",2015,"TV-14","140 min","Comedies, International Movies, Music & Musicals"
"Movie","Tezz","Priyadarshan","December 1, 2017",2012,"TV-MA","121 min","Action & Adventure, International Movies, Music & Musicals"
NA,"The Jaime Maussan Show","","December 1, 2017",2010,"TV-PG","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows"
"Movie","The Legend of 420","Peter Spirer","December 1, 2017",2017,"TV-MA","87 min","Documentaries"
"Movie","The Worthy","Ali F. Mostafa","December 1, 2017",2016,"TV-MA","99 min","International Movies, Sci-Fi & Fantasy, Thrillers"
"Movie","Voyeur","Myles Kane, Josh Koury","December 1, 2017",2017,"TV-MA","96 min","Documentaries"
NA,"Zig & Sharko","","December 1, 2017",2016,"TV-Y","1 Season","Kids' TV"
"Movie","#Rucker50","Robert McCullough Jr.","December 1, 2016",2016,"TV-PG","56 min","Documentaries, Sports Movies"
"Movie","1000 Rupee Note","Shrihari Sathe","December 1, 2016",2014,"NR","89 min","Dramas, International Movies"
"Movie","Across Grace Alley","Ralph Macchio","December 1, 2016",2013,"TV-PG","24 min","Dramas"
"Movie","Asu Mare 2","Ricardo Maldonado","December 1, 2016",2015,"NR","100 min","Comedies, International Movies"
NA,"Back to 1989","","December 1, 2016",2016,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
NA,"Bromance","","December 1, 2016",2015,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
NA,"Chill with Bob Ross","","December 1, 2016",1994,"TV-G","1 Season","TV Shows"
NA,"Gargantia on the Verdurous Planet","","December 1, 2016",2013,"","1 Season","Anime Series, International TV Shows"
"Movie","Interrogation","Vetrimaaran","December 1, 2016",2015,"TV-MA","116 min","Dramas, International Movies, Thrillers"
NA,"K","","December 1, 2016",2012,"TV-MA","1 Season","Anime Series, Crime TV Shows, International TV Shows"
NA,"Merlí","","December 1, 2016",2015,"TV-MA","1 Season","International TV Shows, TV Dramas, Teen TV Shows"
"Movie","Natural Selection","Chad L. Scheifele","December 1, 2016",2015,"R","101 min","Dramas, Independent Movies"
NA,"Nura: Rise of the Yokai Clan: Demon Capital","","December 1, 2016",2011,"TV-MA","1 Season","Anime Series, Crime TV Shows"
"Movie","Rainbow Time","Linas Phillips","December 1, 2016",2016,"NR","92 min","Comedies, Dramas, Independent Movies"
NA,"Refresh Man","","December 1, 2016",2016,"TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies"
"Movie","Richard Pryor: Live in Concert","Jeff Margolis","December 1, 2016",1979,"TV-MA","79 min","Stand-Up Comedy"
"Movie","Tellur Aliens","Einar Gabbassov","December 1, 2016",2016,"TV-Y7","67 min","Children & Family Movies"
NA,"The Irish Mob","","December 1, 2016",2008,"TV-MA","1 Season","Crime TV Shows, Docuseries"
"Movie","The Violin Player","Bauddhayan Mukherji","December 1, 2016",2016,"NR","72 min","Dramas, Independent Movies, International Movies"
"Movie","Yo-Kai Watch: The Movie","Mark Risley","December 1, 2016",2016,"TV-Y7","96 min","Anime Features, Children & Family Movies"
NA,"Atelier","","December 1, 2015",2015,"TV-PG","1 Season","International TV Shows, TV Dramas"
"Movie","My Little Pony Equestria Girls: Friendship Games","Ishi Rudell, Jayson Thiessen","December 1, 2015",2015,"TV-Y","72 min","Children & Family Movies, Comedies"
"Movie","Tyke Elephant Outlaw","Susan Lambert, Stefan Moore","December 1, 2015",2015,"TV-14","78 min","Documentaries, International Movies"
"Movie","Kung Fu Panda: Holiday","Tim Johnson","December 1, 2012",2010,"TV-PG","26 min","Children & Family Movies, Comedies"
"Movie","Colin Quinn: Red State Blue State","Robert Moresco","August 9, 2019",2019,"TV-14","66 min","Stand-Up Comedy"
"Movie","Jaoon Kahan Bata Ae Dil","Aadish Keluskar","August 9, 2019",2018,"TV-MA","107 min","Dramas, Independent Movies, International Movies"
"Movie","Rocko's Modern Life: Static Cling","Joe Murray, Cosmo Segurson","August 9, 2019",2019,"TV-Y7","46 min","Children & Family Movies, Comedies, LGBTQ Movies"
NA,"Sintonia","","August 9, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
NA,"The Family","Jesse Moss","August 9, 2019",2019,"TV-14","1 Season","Docuseries"
NA,"The InBESTigators","","August 9, 2019",2019,"TV-G","1 Season","Kids' TV, TV Comedies"
NA,"Tiny House Nation","","August 9, 2019",2019,"TV-PG","1 Season","Reality TV"
"Movie","Westside vs. the World","Michael Fahey","August 9, 2019",2019,"TV-MA","96 min","Documentaries, Sports Movies"
"Movie","Perdida","Alejandro Montiel","August 9, 2018",2018,"TV-MA","104 min","Dramas, International Movies, Thrillers"
"Movie","The Most Unknown","Ian Cheney","August 9, 2018",2018,"TV-PG","92 min","Documentaries"
"Movie","Black Site Delta","Jesse Gustafson","August 9, 2017",2017,"TV-MA","88 min","Action & Adventure"
NA,"Bad Guys","","August 8, 2019",2014,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows"
NA,"Dollar","","August 8, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Dramas"
"Movie","Judy Moody and the Not Bummer Summer","John Schultz","August 8, 2019",2011,"PG","91 min","Children & Family Movies, Comedies"
NA,"Let's Eat 2","","August 8, 2019",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
