"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in"
81177238,"Movie","Malaal","Mangesh Hadawale","Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle","India","September 26, 2019",2019,"TV-14","133 min","International Movies, Romantic Movies"
70270775,"Movie","The Grandmaster","Wong Kar Wai","Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China","September 26, 2019",2013,"PG-13","108 min","Action & Adventure, Dramas, International Movies"
81025403,"TV Show","The Inmate","","Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda","Mexico","September 26, 2019",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
80215923,"Movie","The Hurricane Heist","Rob Cohen","Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","United States","September 26, 2018",2018,"PG-13","103 min","Action & Adventure"
80151483,"Movie","Def Comedy Jam 25","Louis J. Horvitz","Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole","United States","September 26, 2017",2017,"TV-MA","82 min","Stand-Up Comedy"
80173625,"Movie","Restless Creature: Wendy Whelan","Linda Saffire, Adam Schlesinger","Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett","United States","September 26, 2017",2016,"TV-MA","94 min","Documentaries"
80005444,"Movie","Print the Legend","Luis Lopez, Clay Tweel","","United States","September 26, 2014",2014,"TV-14","100 min","Documentaries"
80244682,"Movie","Birders","Otilia Portillo Padua","","United States, Mexico","September 25, 2019",2019,"TV-G","38 min","Documentaries, International Movies"
81075519,"Movie","Furie","Le Van Kiet","Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa","Vietnam","September 25, 2019",2019,"TV-MA","97 min","Action & Adventure, Dramas, International Movies"
80166318,"Movie","Leap!","Eric Summer, Éric Warin","Bronwen Mantel, Mel Brooks, Maddie Ziegler, Dane DeHaan, Julie Khaner, Elle Fanning, Terrence Scammell, Tamir Kapelian, Carly Rae Jepsen","France, Canada","September 25, 2019",2016,"PG","89 min","Children & Family Movies, Comedies"
81186758,"Movie","Oh! Baby (Malayalam)","B. V. Nandini Reddy","Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","India","September 25, 2019",2019,"TV-14","146 min","Comedies, International Movies, Music & Musicals"
81186757,"Movie","Oh! Baby (Tamil)","B. V. Nandini Reddy","Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi","India","September 25, 2019",2019,"TV-14","146 min","Comedies, International Movies, Music & Musicals"
80108976,"Movie","USS Indianapolis: Men of Courage","Mario Van Peebles","Nicolas Cage, Tom Sizemore, Thomas Jane, Matt Lanter, James Remar, Brian Presley, Johnny Wactor, Adam Scott Miller, Cody Walker, Callard Harris","United States","September 25, 2019",2016,"R","130 min","Action & Adventure"
80208155,"Movie","A Wrinkle in Time","Ava DuVernay","Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson","United States","September 25, 2018",2018,"PG","110 min","Children & Family Movies"
80198423,"Movie","Teach Us All","Sonia Lowman","","United States","September 25, 2017",2017,"TV-14","81 min","Documentaries"
80162144,"Movie","White Island","Benjamin Turner","Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura","United Kingdom","September 25, 2017",2016,"TV-MA","91 min","Comedies, Independent Movies, Thrillers"
81053953,"Movie","Inside Man: Most Wanted","Michael J. Bassett","Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok","United States","September 24, 2019",2019,"R","106 min","Action & Adventure"
81074113,"Movie","Jeff Dunham: Beside Himself","Troy Miller","Jeff Dunham","United States","September 24, 2019",2019,"TV-MA","58 min","Stand-Up Comedy"
80992496,"Movie","China Salesman","Tan Bing","Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian","China","September 24, 2018",2017,"TV-MA","111 min","Action & Adventure, International Movies"
70304191,"Movie","Swearnet: The Movie","Warren P. Sonoda","Mike Smith, John Paul Tremblay, Robb Wells, Patrick Roach, Mishael Morgan, Sarah Jurgens, Shannon Leroux, Dana Woods, Howard Jerome, Tom Green","Canada","September 24, 2017",2014,"NR","112 min","Comedies, International Movies"
80103311,"Movie","The Bar","Álex de la Iglesia","Blanca Suárez, Mario Casas, Carmen Machi, Secun de la Rosa, Jaime Ordoñez, Terele Pávez, Joaquín Climent, Alejandro Awada","Spain, Argentina","September 24, 2017",2017,"TV-MA","102 min","Comedies, Horror Movies, International Movies"
81176200,"Movie","Manmadhudu 2","Rahul Ravindran","Nagarjuna Akkineni, Rakul Preet Singh, Lakshmi, Rao Ramesh, Vennela Kishore, Jhansi, Devadarshini Chetan, Nishanti","India","September 23, 2019",2019,"TV-MA","152 min","Comedies, Dramas, International Movies"
80238106,"TV Show","Team Kaylie","","Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley","","September 23, 2019",2019,"TV-PG","1 Season","Kids' TV, TV Comedies"
80208906,"Movie","Under the Eiffel Tower","Archie Borders","Matt Walsh, Judith Godreche, Reid Scott, Michaela Watkins, David Wain, Gary Cole","United States","September 23, 2019",2018,"TV-MA","87 min","Comedies, Independent Movies, Romantic Movies"
80097321,"Movie","Audrie & Daisy","Bonni Cohen, Jon Shenk","","United States","September 23, 2016",2016,"TV-14","99 min","Documentaries"
80106966,"Movie","Iliza Shlesinger: Confirmed Kills","Bobcat Goldthwait","Iliza Shlesinger","United States","September 23, 2016",2016,"TV-MA","78 min","Stand-Up Comedy"
81004814,"TV Show","BONDING","","Zoe Levin, Brendan Scannell, Micah Stock, Theo Stockman, Alex Hurt, D'Arcy Carden, Gabrielle Ryan, Charles Gould","United States","September 22, 2019",2019,"TV-MA","1 Season","TV Comedies, TV Dramas"
81080769,"Movie","Do Paise Ki Dhoop Chaar Aane Ki Baarish","Deepti Naval","Manisha Koirala, Rajit Kapoor, Sanaj Naval, Rajendra Gupta, Suhaas Khandke, Nassar Abdulla, Saurabh Dubey, Usha Jadhav, Ashwin Kaushal, Milind Soman","India","September 22, 2019",2009,"TV-14","121 min","Dramas, Independent Movies, International Movies"
70267838,"Movie","20 Feet From Stardom","Morgan Neville","Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega","United States","September 22, 2018",2013,"PG-13","91 min","Documentaries, Music & Musicals"
80211380,"Movie","In Darkness","Anthony Byrne","Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","United Kingdom, United States","September 22, 2018",2018,"TV-MA","101 min","Independent Movies, International Movies, Thrillers"
80196586,"Movie","Gaga: Five Foot Two","Chris Moukarbel","Lady Gaga","United States","September 22, 2017",2017,"TV-MA","101 min","Documentaries, Music & Musicals"
80099204,"Movie","The Bad Batch","Ana Lily Amirpour","Suki Waterhouse, Jason Momoa, Keanu Reeves, Jim Carrey, Giovanni Ribisi, Yolonda Ross","United States","September 22, 2017",2016,"R","119 min","Dramas, Independent Movies, Thrillers"
80059432,"Movie","SMOSH: The Movie","Alex Winter","Ian Hecox, Anthony Padilla, Jenna Marbles, Grace Helbig, Harley Morenstein, Jillian Nelson, Brittany Ross, Michael Ian Black, Steve Austin","United States","September 22, 2015",2015,"PG-13","83 min","Comedies"
81172721,"Movie","King of Boys","Kemi Adetiba","Sola Sobowale, Adesua Etomi, Remilekun Safaru, iLLBLISS, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja","Nigeria","September 21, 2019",2018,"TV-MA","182 min","Dramas, International Movies"
81172727,"Movie","Merry Men: The Real Yoruba Demons","Toka McBaror","Ramsey Nouah, Jim Iyke, Ayo Makun, Falz, Richard Mofe-Damijo, Iretiola Doyle, Damilola Adegbite, Rosaline Meurer, Jide Kosoko, Ali Nuhu, Segun Arinze, Francis Duru","Nigeria","September 21, 2019",2018,"TV-MA","106 min","Comedies, International Movies"
70153543,"Movie","Sarah's Key","Gilles Paquet-Brenner","Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich","France","September 21, 2019",2010,"PG-13","102 min","Dramas, International Movies"
81172728,"Movie","The Wedding Party 2: Destination Dubai","Niyi Akinmolayan","Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor","Nigeria","September 21, 2019",2017,"TV-14","98 min","Comedies, International Movies, Romantic Movies"
81095101,"TV Show","Vagabond","","Lee Seung-gi, Bae Suzy, Shin Sung-rok, Moon Jung-hee, Baek Yoon-sik, Moon Sung-keun, Lee Gyoung-young, Lee Ki-young, Kim Min-jong, Jung Man-sik, Hwang Bo-ra","South Korea","September 21, 2019",2019,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Action & Adventure"
80195173,"TV Show","Battlefish","","","","September 21, 2018",2018,"TV-MA","1 Season","Reality TV, Science & Nature TV, TV Action & Adventure"
80241960,"TV Show","DRAGON PILOT: Hisone & Masotan","","Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata","Japan","September 21, 2018",2018,"TV-14","1 Season","Anime Series, International TV Shows"
80115346,"TV Show","Hilda","","Bella Ramsey, Ameerah Falzon-Ojo, Oliver Nelson, Daisy Haggard, Rasmus Hardiker","United Kingdom, Canada, United States","September 21, 2018",2018,"TV-Y7","1 Season","Kids' TV"
80124522,"TV Show","Maniac","","Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke","United States","September 21, 2018",2018,"TV-MA","1 Season","TV Comedies, TV Dramas, TV Mysteries"
80102952,"Movie","Quincy","Rashida Jones, Alan Hicks","Quincy Jones","United States","September 21, 2018",2018,"TV-MA","124 min","Documentaries, Music & Musicals"
80214464,"Movie","Rafinha Bastos: Ultimatum","","Rafinha Bastos","Brazil","September 21, 2018",2018,"TV-MA","63 min","Stand-Up Comedy"
80157073,"TV Show","The Good Cop","","Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.","United States","September 21, 2018",2018,"TV-PG","1 Season","Crime TV Shows, TV Comedies, TV Dramas"
80243600,"Movie","Between Two Ferns: The Movie","Scott Aukerman","Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell","United States","September 20, 2019",2019,"TV-MA","83 min","Comedies"
81020513,"TV Show","Criminal: France","","Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier","","September 20, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81020518,"TV Show","Criminal: Germany","","Eva Meckbach, Sylvester Groth, Florence Kasumba, Peter Kurth, Christian Berkel, Nina Hoss, Christian Kuchenbuch, Jonathan Berlin, Deniz Arora","","September 20, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas"
81020523,"TV Show","Criminal: Spain","Mariano Barroso","Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada","","September 20, 2019",2019,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
80216172,"TV Show","Criminal: UK","","Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall, Shubham Saraf, Nicholas Pinnock, David Tennant, Hayley Atwell, Youssef Kerkour, Clare-Hope Ashitey, Isabella Laughland","United Kingdom, France, Germany, Spain","September 20, 2019",2019,"TV-MA","1 Season","British TV Shows, Crime TV Shows, International TV Shows"
81122669,"Movie","Daddy Issues","Amara Cash","Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins","United States","September 20, 2019",2019,"TV-MA","82 min","Dramas, Independent Movies, LGBTQ Movies"
80184771,"TV Show","Inside Bill's Brain: Decoding Bill Gates","","Bill Gates","United States","September 20, 2019",2019,"TV-14","1 Season","Docuseries, Science & Nature TV"
81000389,"TV Show","The Hockey Girls","Kiko Cruz Claverol, Patricia Font","Iria del Río, Nora Navas, Josep Linuesa, Natàlia Barrientos, Dèlia Brufau, Yasmina Drissi Sales, Júlia Gibert, Mireia Oriol, Asia Ortega Leiva, Claudia Riera, Mireia Aixalà, Juli Fàbregas, Àgata Roca, Marc Clotet","Spain","September 20, 2019",2019,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas"
81132439,"Movie","Travel Mates 2","Bedran Güzel","Oğuzhan Koç, İbrahim Büyükak, Ezgi Eyüboğlu, Olgun Toker, Kadir Polatçi, Aycan Koptur, Bahar Şahin, Kıvanç Baran Arslan","Turkey","September 20, 2019",2018,"TV-14","111 min","Comedies, International Movies"
81035117,"Movie","True: Tricky Treat Day","","Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath","Canada","September 20, 2019",2019,"TV-Y","24 min","Children & Family Movies"
80244627,"TV Show","Two Sentence Horror Stories","","Nicole Kang, Jim Parrack, Tara Pacheco, Christopher Shyer, Kimberley Wong, Wai Ching Ho, Greta Quispe, Zaria Degenhardt, Uly Schlesinger, Kate Jennings Grant, Aleyse Shannon, Guillermo Arribas, Jaiden Smith, Pepper Binkley, Mikelle Wright-Matos, Melinda Mo","United States","September 20, 2019",2019,"TV-14","1 Season","TV Horror, Teen TV Shows"
80150502,"Movie","Mad World","Chun Wong","Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong","Hong Kong","September 20, 2018",2016,"TV-MA","102 min","Dramas, International Movies"
80189183,"TV Show","Mobile Suit Gundam UC","","Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara","Japan","September 20, 2018",2014,"TV-14","1 Season","Anime Series, International TV Shows"
80997866,"Movie","The Bund","","Chow Yun Fat","Hong Kong","September 20, 2018",1983,"TV-14","103 min","Action & Adventure, Dramas, International Movies"
80119815,"Movie","The First Line","Coerte Voorhees, John Voorhees","Pantelis Kodogiannis, Kassandra Voyagis, Paul Freeman, Michael Byrne, Georges Corraface, Yorgo Voyagis, Giancarlo Giannini, Kelly Eleftheriou","United States, Greece, United Kingdom","September 20, 2016",2014,"TV-14","87 min","Dramas, Independent Movies"
80993149,"Movie","Maynard","Samuel D. Pollard","","United States","September 2, 2018",2017,"TV-PG","100 min","Documentaries"
80224294,"TV Show","Monkey Twins","","Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang","Thailand","September 2, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure"
80203776,"Movie","Bitcoin Heist","Ham Tran","Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My","Vietnam","September 2, 2017",2016,"TV-14","116 min","Action & Adventure, Comedies, International Movies"
80143797,"Movie","I Am Not Madame Bovary","Feng Xiaogang","Fan Bingbing, Guo Tao, Da Peng, Zhang Jiayi, Yu Hewei, Yi Zhao, Zonghan Li, Zhao Lixin, Tian Xiaojie, Yin Yuanzhang, Enhe Feng, Xin Liu, Jiang Yongbo","China","September 2, 2017",2016,"TV-14","139 min","Comedies, Dramas, International Movies"
80161931,"Movie","Vincent N Roxxy","Gary Michael Schultz","Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi","United States","September 2, 2017",2016,"R","101 min","Dramas, Thrillers"
80128096,"TV Show","Chef's Table: France","","","","September 2, 2016",2016,"TV-14","1 Season","Docuseries"
80057610,"TV Show","Kulipari: An Army of Frogs","","Mark Hamill, Keith David, Wendie Malick, Josh Keaton, Mikey Kelley, Phil LaMarr, Laraine Newman, Jess Harnell, Charles Adler, Amy Margolis, Cree Summer, Lacey Chabert, Rolonda Watts, Kevin Michael Richardson, Candi Milo","United States","September 2, 2016",2016,"TV-Y7-FV","1 Season","Kids' TV"
80017275,"Movie","Miss Julie","Liv Ullmann","Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Norway, United Kingdom, France, Ireland","September 2, 2015",2014,"PG-13","130 min","Dramas, International Movies"
81107545,"Movie","Kabir Singh","Sandeep Reddy Vanga","Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora","India","September 19, 2019",2019,"TV-MA","171 min","Dramas, International Movies, Romantic Movies"
70118953,"Movie","Océans","Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates","September 19, 2019",2009,"G","84 min","Documentaries, International Movies"
